Cod_Cliente,Max_Valor,Mediana_Valor,Media_Valor,Std_Valor,Num_Transacciones,Ocurrencias_Madrugada,Ocurrencias_Mañana,Ocurrencias_Tarde,Ocurrencias_Noche,Ocurrencias_PAGO TARJETA DE CREDITO,Ocurrencias_TRANSFER BANCOS,Ocurrencias_TRANSFER EXTERNAS,Ocurrencias_TRANSFER INTERNAS,Ocurrencias_Final_Mes,Ocurrencias_Mitad_Mes,Ocurrencias_Principio_Mes,Hora_Mas_Frecuente,Transaccion_Mas_Frecuente,Dia_Mas_Frecuente
1599200,315.0,40.0,68.64444444444445,77.64521748298344,45,0,14,30,1,7,38,0,0,12,15,18,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599201,200.0,33.0,39.617152317880794,35.703692458483594,151,0,91,56,4,0,49,0,102,63,58,30,Ocurrencias_Mañana,Ocurrencias_TRANSFER INTERNAS,Ocurrencias_Final_Mes
1599202,3000.0,203.5,621.4615384615385,809.2738587533509,26,0,11,10,5,5,21,0,0,9,12,5,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Mitad_Mes
1599203,2000.0,380.0,503.5395833333334,520.7080705320498,24,0,11,10,3,13,6,0,5,3,15,6,Ocurrencias_Mañana,Ocurrencias_PAGO TARJETA DE CREDITO,Ocurrencias_Mitad_Mes
1599206,500.0,110.0,163.09375,125.68223098546537,32,0,9,18,5,0,32,0,0,9,6,17,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599207,1200.0,100.0,150.13919191919192,192.2644211553388,99,0,70,29,0,12,57,9,21,37,35,27,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Final_Mes
1599208,1010.0,100.0,166.4770731707317,202.13995179384875,41,0,20,21,0,4,16,15,6,16,10,15,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Final_Mes
1599209,2000.0,150.0,255.66855172413796,335.94981991772084,145,0,46,99,0,49,53,1,42,65,44,36,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Final_Mes
1599210,4000.0,210.0,519.0,744.5829574250307,83,2,57,16,8,0,80,0,3,23,39,21,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Mitad_Mes
1599212,1000.0,267.5,308.386625,237.77781397258056,80,0,42,30,8,0,36,0,44,16,37,27,Ocurrencias_Mañana,Ocurrencias_TRANSFER INTERNAS,Ocurrencias_Mitad_Mes
1599214,1500.0,50.0,93.5429648241206,148.89567054085853,199,0,90,106,3,28,82,0,89,79,63,57,Ocurrencias_Tarde,Ocurrencias_TRANSFER INTERNAS,Ocurrencias_Final_Mes
1599217,4000.0,270.0,478.8985507246377,634.5109080999858,69,0,31,27,11,0,25,38,6,20,21,28,Ocurrencias_Mañana,Ocurrencias_TRANSFER EXTERNAS,Ocurrencias_Principio_Mes
1599219,902.0,170.0,224.31382978723406,214.85543337377172,47,0,21,21,5,8,38,1,0,8,18,21,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599222,1200.0,69.89,159.20108910891088,221.02871315691544,101,6,38,48,9,0,54,0,47,39,29,33,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Final_Mes
1599223,1000.0,100.0,161.63150000000002,236.06594008042038,20,0,4,13,3,12,8,0,0,4,16,0,Ocurrencias_Tarde,Ocurrencias_PAGO TARJETA DE CREDITO,Ocurrencias_Mitad_Mes
1599224,930.0,100.0,145.64945205479452,165.98073262422164,73,0,35,36,2,8,65,0,0,11,30,32,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599227,720.5,241.34,254.86263157894737,174.25114247961517,57,0,34,22,1,16,35,0,6,20,25,12,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Mitad_Mes
1599228,510.0,133.5,193.7084375,172.03652795000468,32,0,18,9,5,0,22,0,10,14,2,16,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599234,1000.0,200.0,402.96727272727276,373.1716836368995,22,0,0,4,18,0,8,0,14,4,8,10,Ocurrencias_Noche,Ocurrencias_TRANSFER INTERNAS,Ocurrencias_Principio_Mes
1599239,3000.0,495.0,743.3241666666667,790.5841183191108,24,0,7,5,12,0,24,0,0,9,8,7,Ocurrencias_Noche,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Final_Mes
1599241,860.0,200.0,221.57035211267606,142.5510028742082,142,0,64,60,18,23,48,25,46,51,48,43,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Final_Mes
1599244,1319.22,106.0,268.8796551724138,326.2571117297905,58,0,41,17,0,21,24,0,13,15,15,28,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599246,150.0,18.225,30.081363636363633,34.56582170901743,66,0,28,36,2,0,16,0,50,16,29,21,Ocurrencias_Tarde,Ocurrencias_TRANSFER INTERNAS,Ocurrencias_Mitad_Mes
1599247,861.0,150.0,263.89818181818185,241.21243242162473,44,0,27,7,10,0,44,0,0,11,10,23,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599249,500.0,80.0,138.28652173913045,135.96281812044495,69,0,46,15,8,0,64,0,5,21,29,19,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Mitad_Mes
1599257,2000.0,130.0,166.5688829787234,223.7485674804371,188,0,62,113,13,40,65,8,75,36,68,84,Ocurrencias_Tarde,Ocurrencias_TRANSFER INTERNAS,Ocurrencias_Principio_Mes
1599262,1500.0,227.425,294.7961904761905,271.26039091042935,84,0,48,32,4,0,84,0,0,28,27,29,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599270,3000.0,100.0,284.75,679.0292703558514,36,3,13,11,9,0,22,0,14,6,11,19,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599272,388.0,150.0,170.23723404255318,107.46180783042487,47,0,22,21,4,19,9,0,19,28,8,11,Ocurrencias_Mañana,Ocurrencias_PAGO TARJETA DE CREDITO,Ocurrencias_Final_Mes
1599273,2200.0,120.0,203.19,319.8363957919279,165,0,84,78,3,22,82,0,61,53,50,62,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599288,603.82,100.65,138.01538043478263,128.19157749144514,184,0,81,95,8,46,69,5,64,39,78,67,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Mitad_Mes
1599290,800.0,200.5,272.5535897435897,193.03561687292702,39,0,12,21,6,0,39,0,0,18,8,13,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Final_Mes
1599292,1800.0,110.0,225.24545454545455,298.06073630260755,55,0,26,24,5,0,18,27,10,44,3,8,Ocurrencias_Mañana,Ocurrencias_TRANSFER EXTERNAS,Ocurrencias_Final_Mes
1599295,1345.0,100.0,210.972,285.6356398747654,25,0,9,10,6,2,22,0,1,5,10,10,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Mitad_Mes
1599296,5000.0,200.0,492.82723076923077,842.2663308699996,65,0,27,14,24,4,47,0,14,16,14,35,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599298,500.0,80.0,118.09606557377049,114.93450376755094,122,0,59,45,18,11,111,0,0,11,25,86,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599304,1500.0,431.42,402.02520000000004,315.2965885627901,25,0,17,1,7,0,25,0,0,9,9,7,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Final_Mes
1599305,769.0,78.5,136.52040935672517,149.37603100646103,171,0,89,82,0,12,75,0,84,79,40,52,Ocurrencias_Mañana,Ocurrencias_TRANSFER INTERNAS,Ocurrencias_Final_Mes
1599306,2000.0,424.5,508.28249999999997,488.39381092111785,20,0,5,7,8,0,20,0,0,7,3,10,Ocurrencias_Noche,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599312,1000.0,105.0,165.91772727272726,185.12891775750063,44,0,28,13,3,13,26,0,5,11,7,26,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599316,800.0,220.0,226.55123456790125,162.84510930162074,81,0,33,18,30,11,62,0,8,26,18,37,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599318,1000.0,157.04,240.43,256.47450425594616,25,0,7,10,8,6,19,0,0,9,8,8,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Final_Mes
1599321,2030.0,50.0,132.65295454545455,294.0150528406963,88,0,38,50,0,27,15,3,43,28,36,24,Ocurrencias_Tarde,Ocurrencias_TRANSFER INTERNAS,Ocurrencias_Mitad_Mes
1599326,1000.0,182.5,229.51565217391303,196.78338616246344,46,0,11,29,6,12,33,0,1,11,15,20,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599332,2600.0,245.0,410.4886363636364,501.78863205857255,44,0,13,21,10,0,44,0,0,7,18,19,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599335,1592.0,480.0,636.0519480519481,502.5245711746969,77,0,24,53,0,0,77,0,0,27,34,16,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Mitad_Mes
1599337,600.0,80.0,91.18518518518519,105.14533423096488,27,0,14,12,1,11,16,0,0,2,1,24,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599346,840.0,30.0,81.01330357142857,126.37096531471809,112,0,21,91,0,10,31,3,68,34,42,36,Ocurrencias_Tarde,Ocurrencias_TRANSFER INTERNAS,Ocurrencias_Mitad_Mes
1599347,1100.0,80.0,180.39421875,253.54600566732685,64,0,20,30,14,12,52,0,0,17,28,19,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Mitad_Mes
1599349,1800.0,289.95,427.4409090909091,404.6770286627013,33,0,13,20,0,20,11,2,0,6,16,11,Ocurrencias_Tarde,Ocurrencias_PAGO TARJETA DE CREDITO,Ocurrencias_Mitad_Mes
1599351,900.0,172.0,383.2564102564103,347.45016438928764,39,0,7,14,18,12,15,0,12,12,17,10,Ocurrencias_Noche,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Mitad_Mes
1599357,272.93,74.0,98.99681818181817,68.7769495845508,22,3,8,6,5,0,22,0,0,17,0,5,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Final_Mes
1599360,7000.0,150.0,467.71628571428573,1077.5890126692527,105,0,61,44,0,26,47,13,19,26,46,33,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Mitad_Mes
1599362,2000.0,45.0,291.12310344827586,546.9372270399662,29,0,11,16,2,0,9,0,20,13,5,11,Ocurrencias_Tarde,Ocurrencias_TRANSFER INTERNAS,Ocurrencias_Final_Mes
1599364,900.0,96.15,162.8485310734463,186.24104056879668,177,0,94,76,7,41,97,33,6,34,36,107,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599365,651.2,173.0,194.2385,145.84472270631548,40,0,7,15,18,10,30,0,0,9,15,16,Ocurrencias_Noche,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599366,485.95,260.0,297.4077272727273,70.58666884333236,22,0,17,5,0,12,10,0,0,15,0,7,Ocurrencias_Mañana,Ocurrencias_PAGO TARJETA DE CREDITO,Ocurrencias_Final_Mes
1599367,4000.0,98.1,365.24576158940397,766.0443190768506,151,0,77,67,7,8,102,23,18,46,35,70,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599373,100.0,40.0,44.151785714285715,22.5567808073229,56,0,16,23,17,0,56,0,0,15,10,31,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599376,1500.0,325.0,475.7590625,457.7255584028729,32,0,9,17,6,0,32,0,0,2,17,13,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Mitad_Mes
1599389,4275.0,60.0,162.57208333333335,415.44486805686137,120,0,67,53,0,0,53,46,21,44,23,53,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599390,600.0,100.0,147.3725,138.97859610489436,88,0,53,35,0,11,52,0,25,21,30,37,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599391,1000.0,200.0,277.17638554216865,234.91687937660987,83,2,14,27,40,0,76,0,7,14,13,56,Ocurrencias_Noche,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599392,1273.22,166.0,273.7020183486239,298.05544291220764,109,0,64,38,7,37,72,0,0,20,31,58,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599393,7000.0,400.0,1455.3159302325582,1908.8995265701421,86,0,35,40,11,20,66,0,0,22,33,31,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Mitad_Mes
1599394,2000.0,200.0,283.8233333333333,328.4975528950931,63,0,24,22,17,10,40,13,0,11,14,38,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599396,900.0,168.0,209.72162393162392,170.4572346456136,117,0,77,36,4,39,78,0,0,57,17,43,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Final_Mes
1599397,7500.0,660.0,867.5964583333333,1019.25913142003,96,0,53,26,17,0,76,0,20,50,21,25,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Final_Mes
1599398,1000.0,160.0,232.5875,256.8025930211909,28,0,9,15,4,0,28,0,0,8,13,7,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Mitad_Mes
1599399,800.0,35.0,82.00775862068966,154.12728376297056,58,0,41,15,2,2,27,0,29,14,27,17,Ocurrencias_Mañana,Ocurrencias_TRANSFER INTERNAS,Ocurrencias_Mitad_Mes
1599401,2550.0,101.0,297.7564925373135,541.0798777914063,134,0,41,68,25,0,86,0,48,38,57,39,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Mitad_Mes
1599405,2000.0,400.0,612.6015625,582.903564021608,32,0,9,16,7,12,20,0,0,4,16,12,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Mitad_Mes
1599407,1000.0,267.2,359.31967741935483,304.36614422417694,31,0,19,12,0,10,12,0,9,6,10,15,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599415,1292.66,154.595,240.2635294117647,301.0576626624405,34,0,30,4,0,0,32,0,2,7,7,20,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599416,1512.0,60.0,213.73365384615383,327.3174943835494,52,0,28,24,0,3,49,0,0,13,14,25,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599417,1300.0,1000.0,841.0526315789474,326.37563118526316,19,0,9,10,0,0,19,0,0,15,0,4,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Final_Mes
1599419,500.0,106.38,148.144375,125.55241259515962,80,0,52,28,0,6,74,0,0,44,23,13,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Final_Mes
1599422,800.0,44.16,243.03256410256412,313.8741969887898,39,0,27,12,0,0,22,0,17,17,13,9,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Final_Mes
1599429,2500.0,34.0,246.61612021857923,473.6795594925102,183,0,55,101,27,9,99,0,75,57,71,55,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Mitad_Mes
1599437,700.0,112.0,151.57073170731707,160.4859031876358,41,0,17,11,13,0,29,0,12,12,10,19,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599439,1200.0,61.51,143.86526315789473,209.3789428633111,95,0,42,48,5,12,13,9,61,25,31,39,Ocurrencias_Tarde,Ocurrencias_TRANSFER INTERNAS,Ocurrencias_Principio_Mes
1599440,2000.0,124.8,252.10211382113823,333.0980507796467,123,0,40,68,15,2,120,0,1,33,43,47,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599441,4500.0,400.0,651.6344,1073.2823848288947,25,0,9,12,4,0,13,0,12,3,0,22,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599444,800.0,400.0,377.2916666666667,264.4065511203577,24,0,13,10,1,11,13,0,0,13,8,3,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Final_Mes
1599452,3200.0,371.5,652.0119696969697,749.5672513025709,66,0,36,26,4,0,50,0,16,15,13,38,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599453,170.0,143.48,138.625,47.09475303213612,20,0,11,9,0,0,20,0,0,2,2,16,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599456,1752.0,170.0,302.2173913043478,379.0435279060056,23,0,8,15,0,4,19,0,0,12,0,11,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Final_Mes
1599462,2000.0,60.0,167.6451612903226,388.4811705764813,31,0,18,13,0,0,19,0,12,6,8,17,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599465,1400.0,101.21,205.586511627907,257.0916269137182,129,0,58,63,8,0,53,44,32,21,63,45,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Mitad_Mes
1599470,1200.0,150.0,254.4351111111111,280.4586573375041,45,0,26,19,0,35,10,0,0,7,13,25,Ocurrencias_Mañana,Ocurrencias_PAGO TARJETA DE CREDITO,Ocurrencias_Principio_Mes
1599474,800.0,124.44,219.13,204.14073821753462,26,0,4,6,16,0,11,0,15,6,12,8,Ocurrencias_Noche,Ocurrencias_TRANSFER INTERNAS,Ocurrencias_Mitad_Mes
1599478,1079.2,100.0,330.27181818181816,382.9307395617368,22,0,19,3,0,1,20,0,1,5,5,12,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599479,582.0,100.0,155.99170731707318,149.43020211603215,123,0,46,50,27,4,73,0,46,39,49,35,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Mitad_Mes
1599481,1560.0,258.21500000000003,302.4168,301.1846120648481,50,0,18,28,4,16,34,0,0,6,20,24,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599483,1020.0,70.5,154.54545454545453,229.54711670565325,22,0,12,10,0,21,1,0,0,2,11,9,Ocurrencias_Mañana,Ocurrencias_PAGO TARJETA DE CREDITO,Ocurrencias_Mitad_Mes
1599485,1093.72,106.755,198.38391304347826,235.84559894253644,92,0,40,44,8,17,75,0,0,24,25,43,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599490,400.0,190.0,166.05599999999998,116.64605515471963,20,0,8,9,3,20,0,0,0,3,6,11,Ocurrencias_Tarde,Ocurrencias_PAGO TARJETA DE CREDITO,Ocurrencias_Principio_Mes
1599496,1000.0,60.0,331.9047619047619,389.5718040056165,21,0,17,4,0,0,10,11,0,0,9,12,Ocurrencias_Mañana,Ocurrencias_TRANSFER EXTERNAS,Ocurrencias_Principio_Mes
1599497,160.0,73.5,74.73809523809524,39.577019546581276,21,0,11,7,3,0,21,0,0,4,4,13,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599501,3000.0,200.0,508.73461538461544,651.3129117599118,78,0,41,31,6,31,31,6,10,20,32,26,Ocurrencias_Mañana,Ocurrencias_PAGO TARJETA DE CREDITO,Ocurrencias_Mitad_Mes
1599502,1500.0,150.0,183.9344262295082,226.70420293504776,61,0,30,31,0,17,35,0,9,19,21,21,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Mitad_Mes
1599503,1270.0,325.0,405.96153846153845,351.88042564135117,26,0,15,11,0,2,11,0,13,7,8,11,Ocurrencias_Mañana,Ocurrencias_TRANSFER INTERNAS,Ocurrencias_Principio_Mes
1599505,974.05,100.0,202.42865384615385,223.49925120552953,104,0,36,52,16,3,50,40,11,29,23,52,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599506,1460.0,270.82,412.7186046511628,349.4449770543037,43,0,21,16,6,7,36,0,0,10,11,22,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599508,1099.5,160.5,228.15819444444443,214.08380343179178,144,0,87,54,3,30,78,0,36,48,35,61,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599513,2861.5,70.0,215.26761467889906,443.49881513245026,109,0,43,45,21,12,54,0,43,37,34,38,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599516,1000.0,205.5,335.8045,334.4217378559492,60,0,35,25,0,0,50,0,10,18,15,27,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599517,1000.0,152.5,195.92729729729732,155.90119041693444,74,0,39,31,4,26,45,0,3,34,15,25,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Final_Mes
1599521,250.0,80.59,91.18652173913043,62.27493086808291,23,0,18,5,0,11,12,0,0,6,12,5,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Mitad_Mes
1599528,3288.0,250.0,362.4070769230769,554.7496412141784,65,0,25,21,19,0,30,22,13,19,15,31,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599529,1200.0,200.0,296.5890776699029,264.6190268597825,206,0,71,108,27,34,104,40,28,54,80,72,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Mitad_Mes
1599531,797.99,149.0,213.6602564102564,209.00655951035023,39,0,13,26,0,0,39,0,0,12,14,13,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Mitad_Mes
1599532,2200.0,150.0,238.13372549019607,398.03604120210423,51,0,28,20,3,19,32,0,0,9,2,40,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599536,2500.0,240.0,370.83532786885246,435.0513003115658,122,0,51,43,28,8,68,0,46,32,44,46,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599539,1522.15,100.0,179.6446551724138,229.24461246219946,174,0,94,62,18,8,97,0,69,39,56,79,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599540,1250.0,205.0,278.85763157894735,319.1558325843621,38,0,24,12,2,16,22,0,0,11,13,14,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599542,500.0,107.5,144.30555555555554,113.84696983092059,36,0,6,21,9,10,26,0,0,13,11,12,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Final_Mes
1599543,878.0,191.25,256.143,249.1634435698362,20,0,3,13,4,0,20,0,0,10,6,4,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Final_Mes
1599544,550.0,65.56,192.4318181818182,198.39014037128155,22,0,15,6,1,0,22,0,0,0,6,16,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599547,1503.0,130.0,314.1701754385965,378.8895135575769,57,0,37,19,1,0,24,4,29,29,7,21,Ocurrencias_Mañana,Ocurrencias_TRANSFER INTERNAS,Ocurrencias_Final_Mes
1599548,275.1,85.0,99.19067796610169,70.93935630551427,118,0,82,26,10,3,115,0,0,16,64,38,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Mitad_Mes
1599551,680.0,100.0,238.75757575757575,216.31863510557616,33,0,23,6,4,0,33,0,0,11,11,11,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Final_Mes
1599552,720.0,71.33,133.120625,153.14596581055483,64,0,31,33,0,9,36,0,19,14,4,46,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599553,1350.0,195.0,285.2902564102564,261.66206314017825,39,0,20,18,1,2,32,5,0,12,5,22,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599560,450.2,116.0,123.19257425742575,96.3425782471433,101,0,41,58,2,2,55,2,42,24,48,29,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Mitad_Mes
1599563,2000.0,100.0,282.93848958333336,375.5336055727377,192,0,83,63,46,11,103,78,0,45,59,88,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599564,700.0,100.0,194.50219512195122,164.32193688780865,41,0,19,22,0,18,23,0,0,9,14,18,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599566,1050.0,32.0,108.33822784810125,194.7312769892008,79,0,33,41,5,16,22,0,41,25,22,32,Ocurrencias_Tarde,Ocurrencias_TRANSFER INTERNAS,Ocurrencias_Principio_Mes
1599567,315.0,64.0,112.5,95.38448511157357,61,0,15,43,3,0,61,0,0,17,14,30,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599569,1600.0,150.5,232.5148275862069,284.17792357335037,58,1,24,29,4,0,34,24,0,13,22,23,Ocurrencias_Tarde,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599571,3000.0,86.0,267.445625,559.6903854058293,32,0,16,14,2,0,32,0,0,7,15,10,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Mitad_Mes
1599572,6000.0,140.5,334.1312142857143,807.4403010343774,140,0,71,58,11,23,41,0,76,36,41,63,Ocurrencias_Mañana,Ocurrencias_TRANSFER INTERNAS,Ocurrencias_Principio_Mes
1599573,500.0,200.0,222.85714285714286,99.27504415276978,28,0,15,13,0,13,15,0,0,6,9,13,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599580,2546.0,350.0,677.1952380952381,652.0554885120763,42,0,29,12,1,12,29,0,1,6,10,26,Ocurrencias_Mañana,Ocurrencias_TRANSFER BANCOS,Ocurrencias_Principio_Mes
1599585,480.0,45.0,102.6465306122449,119.5844632991194,147,0,66,81,0,29,34,1,83,51,63,33,Ocurrencias_Tarde,Ocurrencias_TRANSFER INTERNAS,Ocurrencias_Mitad_Mes
